,AS51 Index,,BHP AT Equity,,,,,CSL AT Equity,,,,,RIO AT Equity,,,,,CBA AT Equity,,,,,WOW AT Equity,,,,,WES AT Equity,,,,,TLS AT Equity,,,,,AMC AT Equity,,,,,BXB AT Equity,,,,,FPH AT Equity,,,,
5/6/15,-0.1061,5498.457,-0.6764,27.9,27.9135,6147928,145718.8547,0.988,90.97,90.918,875261,42366.2848,0.4935,57.02,57.0463,1160982,104455.1135,-0.3104,79.9478,79.8979,2903512,130679.4238,0.5535,27.25,27.2096,1909942,34515.2651,0.8926,30.0664,30.0411,1483424,46984.6169,0.1667,6.01,6.0171,16916290,73476.1941,0,14.14,14.0979,2375753,16858.3011,-0.1828,10.92,10.9535,2042761,17111.2401,1.0955,6.46,6.4268,329095,3604.6721
8/6/15,-0.1061,5498.457,-0.6764,27.9,27.9135,6147928,145718.8547,0.988,90.97,90.918,875261,42366.2848,0.4935,57.02,57.0463,1160982,104455.1135,-0.3104,79.9478,79.8979,2903512,130679.4238,0.5535,27.25,27.2096,1909942,34515.2651,0.8926,30.0664,30.0411,1483424,46984.6169,0.1667,6.01,6.0171,16916290,73476.1941,0,14.14,14.0979,2375753,16858.3011,-0.1828,10.92,10.9535,2042761,17111.2401,1.0955,6.46,6.4268,329095,3604.6721
9/6/15,-0.4733,5471.311,-1.0753,27.6,27.8331,7885275,144247.3765,-0.6156,90.41,90.5394,870025,42105.4832,-1.14,56.37,56.4997,1864696,102148.9642,-0.5854,79.4798,79.9324,2820069,129914.4552,-0.5138,27.11,27.1043,3147856,34337.939,-1.2912,29.6781,29.7315,2482118,46377.9288,0.1664,6.02,6.025,18958737,73598.4506,-0.4243,14.08,14.0955,2609515,16786.7666,-0.2747,10.89,10.9409,2729064,17064.2312,-0.9288,6.4,6.4106,300495,3571.3852
10/6/15,0.1346,5478.631,0.2174,27.66,27.6827,5656958,145763.9146,-1.3715,89.17,89.0657,1179566,41527.994,-0.5322,56.07,55.9931,1331442,103584.6745,0.1128,79.5694,79.4311,2248757,130060.9385,1.1804,27.43,27.2479,2741017,34743.2559,0.6541,29.8722,29.7427,1668383,46681.2728,-0.9967,5.96,5.9841,21175301,72864.9113,0.142,14.1,14.0963,2712880,16810.6114,0,10.89,10.8845,2387849,17064.2538,0,6.4,6.4025,256854,3571.825
11/6/15,1.4241,5556.65,2.0607,28.23,28.2101,5542972,147632.416,-0.1682,89.02,89.2942,1229300,41458.1364,2.5147,57.48,57.2964,1301543,104304.7422,1.8771,81.063,80.804,2584791,132502.3277,-1.276,27.08,27.1112,3639417,34299.9405,-0.3129,29.7788,29.8542,2335745,46535.2183,1.3423,6.04,6.0254,13698894,73842.9637,1.4184,14.3,14.2564,2790665,17049.0598,0.7346,10.97,10.9641,2534270,17189.611,-0.9375,6.34,6.3354,449061,3538.3488
12/6/15,-0.2051,5545.253,-1.169,27.9,27.9164,6156444,146445.464,0.3145,89.3,89.0353,896227,41588.5372,-0.5915,57.14,57.0602,1054401,104088.851,0.0123,81.073,81.0643,1836058,132518.6036,-0.5539,26.93,26.952,2270894,34109.9483,-0.2656,29.6997,29.7551,1353507,46411.6337,-0.1656,6.03,6.0356,14526634,73720.7072,0.7692,14.41,14.3957,2233307,17180.2064,-0.4558,10.92,10.9341,2031235,17111.2628,2.2082,6.48,6.427,423451,3616.4874
15/6/15,-0.1169,5538.768,0.0717,27.92,27.8394,5712441,145571.1717,-0.3024,89.03,88.8085,834438,41462.7936,0.2625,57.29,57.1733,1163674,103310.5907,0.5773,81.541,80.9277,2375859,133283.5722,-0.6313,26.76,26.6738,3940051,33894.6237,-0.4841,29.5559,29.539,2055225,46186.9345,-0.6633,5.99,5.9923,18899718,73231.6809,1.5267,14.63,14.5832,3160805,17442.4996,-0.3663,10.88,10.8572,3378698,17048.5841,-1.0802,6.41,6.4271,241739,3577.4205
16/6/15,-0.0537,5535.793,-0.6089,27.75,27.8334,5122875,145005.2976,-0.9323,88.2,88.5041,1047377,41076.2484,-2.4088,55.91,56.3203,1994065,101472.1374,0.5984,82.0289,82.186,2005051,134081.0927,0.299,26.84,26.777,3139106,33995.9529,0.5108,29.7069,29.7053,2190064,46422.8687,0.6678,6.03,6.0501,19631658,73720.7072,-1.7772,14.37,14.4809,2444866,17132.5167,0,10.88,10.904,4278399,17048.5841,0.156,6.42,6.4022,301734,3583.0015
17/6/15,1.0779,5595.43,1.5135,28.17,28.089,7700154,146826.0941,-1.1338,87.2,87.2123,2150464,40610.5313,0.2146,56.03,55.9992,1953493,102110.8092,2.2821,83.9009,83.6431,3694710,137140.9671,-0.149,26.8,27.1162,12987445,33945.2883,0.1936,29.7644,29.6794,3400998,46512.7484,1.4925,6.12,6.1042,27645011,74821.0163,1.2526,14.55,14.5407,4151427,17347.1203,0.1838,10.9,10.8943,4912253,17079.9234,0.1591,6.33,6.3553,321551,3533.0858
18/6/15,-1.2606,5524.892,-0.71,27.97,28.062,10697736,146991.3095,-1.4106,85.97,86.5126,1939707,40037.6993,-1.9275,54.95,55.1368,3938626,101687.8675,-1.258,82.8454,83.2076,5364963,135415.7188,-0.7463,26.6,26.4472,13079283,33691.9652,-2.8986,28.9017,29.2211,6488611,45164.5528,-0.4902,6.09,6.0939,50574561,74454.2466,-1.6495,14.31,14.4339,5394668,17060.9822,-2.3853,10.64,10.7084,5934535,16672.5124,-1.7378,6.22,6.2141,656130,3471.6894
19/6/15,1.305,5596.994,1.5731,28.41,28.3744,7096328,148496.6753,1.6634,87.4,87.3437,1735863,40703.6747,1.0919,55.55,55.4631,2676376,102010.5428,1.5264,84.11,83.956,3667036,137482.7616,2.6316,27.3,27.1301,7741232,34578.5959,0,28.9017,28.9284,4201118,45164.5528,0.6568,6.13,6.1434,29484052,74943.2728,-0.0699,14.3,14.2998,4136107,17049.0598,1.8797,10.84,10.8212,5079322,16985.9068,-0.6431,6.18,6.1899,639358,3449.3634
22/6/15,0.2354,5610.168,-0.3168,28.32,28.1978,3947892,149148.33,0.1602,87.54,87.4419,953749,40768.8751,0.45,55.8,55.397,1359591,103244.3832,0.6511,84.6576,84.3355,2089699,138377.9376,-1.6117,26.86,26.9353,3214447,34021.2852,0.1741,28.952,28.9017,1985203,45243.1975,0.8157,6.18,6.1762,16999907,75554.5556,-0.3497,14.25,14.2306,2083027,16989.4477,-0.1845,10.82,10.8076,2401412,16954.5675,0.3236,6.2,6.195,572340,3460.5264
23/6/15,1.3211,5684.285,1.024,28.61,28.6021,7440606,150143.3409,2.2047,89.47,89.1458,1224470,41588.2242,0.9677,56.34,56.2122,1664719,102664.8139,2.0466,86.3902,86.3166,2793352,141209.949,-0.0372,26.85,26.7782,4493794,34008.619,0.5215,29.103,29.1148,2862458,45479.1318,1.6181,6.28,6.2635,26502377,76777.1212,0.7719,14.36,14.3041,3939094,17120.5943,1.756,11.01,10.9984,3527602,17252.291,0.3226,6.22,6.2257,714381,3471.6894
24/6/15,0.0458,5686.77,-0.2097,28.55,28.6618,7748615,150712.5232,0.5141,89.93,89.8007,1294755,41802.0454,-1.1892,55.67,55.9195,1934520,103016.5619,0.4956,86.8184,86.9004,2958557,141909.8139,-0.5587,26.7,26.686,4222774,33818.6268,-0.0741,29.0814,29.1114,3060286,45445.4269,0.9554,6.34,6.3096,22569841,77510.6606,1.3231,14.55,14.539,3470003,17347.1203,-0.9991,10.9,10.9241,2538691,17079.9248,-0.9646,6.16,6.1707,689721,3438.2342
25/6/15,-0.9505,5632.716,-0.1401,28.51,28.5927,6181188,148876.5994,-1.1898,88.86,88.9351,1406972,41304.6787,-0.0719,55.63,55.7534,1302354,101506.8969,0.1147,86.918,86.8015,2837118,142072.5732,-1.1985,26.38,26.5148,3690665,33413.3099,-1.335,28.6932,28.8341,3886206,44838.7388,-0.7886,6.29,6.3124,22751782,76899.3778,-2.6804,14.16,14.2398,5726365,16882.1459,-3.1193,10.56,10.6688,5306804,16547.1565,0.1623,6.17,6.1708,787088,3443.8158
26/6/15,-1.3546,5545.889,-3.5426,27.5,27.6007,17096774,144831.6709,-1.2266,87.77,87.7233,2675361,40798.0154,-2.7863,54.08,54.3184,4289360,101089.7812,-0.7332,86.2807,86.1581,10052245,141030.9138,3.8287,27.39,27.4798,15169586,34692.5913,-1.0774,28.384,28.412,5496770,44355.6354,-1.4308,6.2,6.2116,36964747,75799.0688,-2.9661,13.74,13.7357,4880651,16381.4043,-0.2841,10.53,10.517,4225237,16500.1475,0.4862,6.2,6.1809,443197,3460.5862
29/6/15,-2.2251,5422.487,-2,26.95,27.0141,7922242,142814.8543,-2.1875,85.85,85.9453,1040035,39905.5443,-1.4608,53.29,53.3483,1538629,99908.725,-2.262,84.3291,84.4925,2502216,137840.832,-1.4604,26.99,27.0175,5349992,34185.9452,-1.9504,27.8304,27.8953,2163810,43490.5432,-2.0968,6.07,6.0821,28558104,74209.7334,-0.655,13.65,13.6385,4300917,16274.1025,-0.2849,10.5,10.4685,4243132,16453.1385,-0.8065,6.15,6.1711,413511,3432.6782
30/6/15,0.6735,5459.01,0.3711,27.05,26.9577,10644060,140664.6265,0.7222,86.47,85.9217,1279321,40193.7381,0.8632,53.75,53.3717,1793880,97591.1356,0.5195,84.7672,84.3311,3214096,138556.9728,-0.1112,26.96,26.9551,3999976,34147.9467,0.8267,28.0605,27.9661,2896160,43850.0621,1.1532,6.14,6.0956,39617703,75065.5294,0.5128,13.72,13.6418,3518062,16357.5595,0.9524,10.6,10.5274,4865415,16609.8351,-0.9756,6.09,6.0956,513428,3399.1887
1/7/15,1.0392,5515.664,-1.4787,26.65,26.5287,7139678,139811.6023,2.4055,88.55,87.6576,1038798,41160.5818,-1.3767,53.01,52.8188,1527633,97394.7206,1.0455,85.6534,85.5534,2071490,140005.5304,0.4451,27.08,27.0252,3437000,34299.9405,0.5637,28.2187,28.156,1933310,44097.2313,0.1629,6.15,6.1421,27345110,75187.7859,0.0729,13.73,13.6419,3839495,16220.8302,1.2264,10.73,10.6759,2454411,16813.5406,1.642,6.19,6.1352,412110,3455.0046
2/7/15,1.5257,5599.817,1.3133,27,26.8934,7474035,141639.11,1.4794,89.86,89.6585,1146930,41769.5074,0.0377,53.03,52.9672,1786174,97962.648,1.6624,87.0773,86.6256,3129760,142332.988,2.6588,27.8,27.5706,3527146,35211.9035,1.8089,28.7291,28.5783,2433708,44894.9137,0.6504,6.19,6.1771,23113373,75676.8122,0.3642,13.78,13.7399,2799942,16279.9009,2.0503,10.95,10.9107,3201991,17158.2731,3.0695,6.38,6.2996,565806,3561.0548
3/7/15,-1.0987,5538.291,-1.5185,26.59,26.5672,7540428,140019.7408,-1.9141,88.14,88.017,927484,40970.002,-0.9994,52.5,52.5047,1326607,97969.5887,-0.9034,86.2907,86.2602,2498162,141047.1897,-0.6115,27.63,27.6986,2645480,34996.5789,-0.5255,28.5781,28.6625,2402084,44658.9794,-0.9693,6.13,6.145,23532072,74943.2728,-1.3062,13.6,13.5682,3011712,16067.2462,-1.3699,10.8,10.7552,4052213,16923.2282,-0.627,6.34,6.3614,415820,3538.7284
6/7/15,-1.1412,5474.996,-2.1813,26.01,26.0175,7027094,137207.7856,-1.3501,86.95,87.0968,773328,40416.8559,-2.5524,51.16,51.3577,1553753,96778.8577,-0.4154,85.9322,85.4208,2047017,140461.2563,-1.7734,27.14,27.1991,2162208,34375.9375,-0.8553,28.3337,28.2981,1492010,44276.9907,-0.1631,6.12,6.1146,20181959,74821.0163,-1.1765,13.44,13.4373,2572429,15878.2198,-1.2963,10.66,10.6325,2767618,16703.853,-0.6309,6.3,6.2988,183597,3516.4021
7/7/15,1.9438,5581.421,0.9227,26.25,26.1677,9008022,136445.2474,2.3577,89,88.8666,1424360,41369.7547,1.1337,51.74,51.8028,1631727,94496.0139,1.6107,87.3163,87.1553,3144202,142723.6103,0.958,27.4,27.2573,3515543,34705.2574,2.3852,29.0095,28.8586,2305493,45333.0772,2.451,6.27,6.2338,29104644,76654.8647,2.1577,13.73,13.6759,4526391,16220.8302,2.2514,10.9,10.8886,3940375,17079.9248,0.6349,6.34,6.3579,165498,3538.8066
8/7/15,-2.0047,5469.528,-3.1238,25.43,25.6248,9614101,133382.9951,-0.4719,88.58,88.5498,1087423,41174.5267,-3.247,50.06,50.4757,2443044,93036.8161,-2.1895,85.4044,85.8772,3978791,139598.6322,-0.292,27.32,27.3143,2599561,34603.9282,-1.5613,28.5566,28.6892,2500247,44625.2745,-1.7544,6.16,6.1999,25886260,75310.0425,-0.8012,13.62,13.6446,4921726,16090.8745,-2.2936,10.65,10.7075,3812796,16688.1834,1.1041,6.41,6.3998,148481,3577.8786
9/7/15,0.0264,5470.974,1.7696,25.88,25.6094,11566981,135660.1416,-0.1468,88.45,87.7408,1204631,41114.0989,1.658,50.89,50.0989,3413435,94686.6557,-0.1982,85.2352,84.6337,2785599,139321.9414,-1.7936,26.83,26.9693,3477062,33983.2867,0.4783,28.6932,28.6023,2483619,44838.7388,0.3247,6.18,6.171,24056550,75554.5556,0.2937,13.66,13.6014,4854619,16138.1311,0.6573,10.72,10.7038,3496028,16797.871,-0.624,6.37,6.4117,225012,3555.5517
10/7/15,0.385,5492.038,2.9753,26.65,26.5281,8160285,139664.5459,-0.4409,88.06,88.53,742706,40932.8157,2.3187,52.07,52.058,1696183,96310.2773,0.222,85.4244,85.6574,1835106,139631.184,0.3354,26.92,26.9269,2358246,34097.2821,-0.0752,28.6716,28.7091,1925617,44805.034,0.4854,6.21,6.2144,14638093,75921.3253,-0.4392,13.6,13.6455,2219996,16067.2462,0.4664,10.77,10.7948,1803600,16876.2193,-0.471,6.34,6.3532,684171,3545.7862
13/7/15,-0.3436,5473.17,-0.9006,26.41,26.597,5173348,140146.7029,1.5785,89.45,89.6646,799480,41578.9276,-1.0371,51.53,51.9107,1297205,98031.727,-0.711,84.817,85.3629,2027489,138638.3524,0.7429,27.12,27.1692,2986425,34350.6052,-0.5266,28.5206,28.6071,1976718,44569.0997,0.3221,6.23,6.2394,17304380,76165.8384,-0.8824,13.48,13.502,2280409,15902.2237,-0.3714,10.73,10.7874,2650668,16813.5577,0,6.34,6.3513,260818,3545.8129
14/7/15,1.9044,5577.403,2.6126,27.1,27.2064,7336711,141603.7597,3.0743,92.2,91.6688,1583478,42857.6089,2.9886,53.07,53.2066,1849855,98076.2131,1.2562,85.8824,85.8882,2380131,140379.8767,2.2124,27.72,27.7695,2797910,35110.5743,2.2183,29.1533,29.0703,2299981,45557.7765,1.4446,6.32,6.3034,20682483,77266.1475,2.5964,13.83,13.7865,2923053,16315.1153,1.7707,10.92,10.889,2512037,17111.2814,0.9464,6.4,6.3876,197616,3579.3695
15/7/15,1.0546,5636.225,-0.738,26.9,26.7953,9321809,141631.3506,2.2451,94.27,93.9818,1432487,43819.8134,0.0942,53.12,53.0969,1031486,99658.6942,1.0087,86.7487,86.7144,2488972,141795.8824,2.0924,28.3,28.1997,2859447,35845.2111,2.5401,29.8938,29.7171,2435879,46714.9777,0.9494,6.38,6.3652,20270918,77999.6869,2.7477,14.21,14.1754,5503634,16763.3975,2.5641,11.2,11.162,5516273,17550.0691,0.7812,6.45,6.4508,244752,3607.3334
16/7/15,0.5923,5669.607,0.6691,27.08,26.9624,6170207,142633.1002,-0.4455,93.85,94.2344,990657,43624.5835,0.3577,53.31,53.2365,1385832,99861.5186,0.9642,87.5851,87.6247,2206208,143163.0604,-0.424,28.18,28.357,2545772,35693.2173,0.3848,30.0088,30.0278,2171415,46894.7371,1.2539,6.46,6.4448,24621024,78977.7394,1.3371,14.4,14.4133,4713695,16987.5387,0.1786,11.22,11.2381,2958555,17581.4085,-0.9302,6.39,6.4017,293493,3573.7768
17/7/15,0.0088,5670.108,0.0739,27.1,27.0235,4153733,142671.8194,0.0533,93.9,94.041,803506,43647.8252,-0.5627,53.01,53.0092,1162749,99320.866,0.0227,87.605,87.457,1426836,143195.6122,1.1356,28.5,28.4306,2213336,36098.5342,0.024,30.016,30.0054,1162748,46905.9721,-0.6192,6.42,6.4251,13984110,78488.7131,-0.2778,14.36,14.3823,2753755,16940.3511,-0.1783,11.2,11.1814,3385150,17550.0691,-0.7825,6.34,6.3751,163886,3545.9128
20/7/15,0.296,5686.891,-0.4059,26.99,26.8412,4205030,141969.4353,1.6826,95.48,95.0015,818953,44382.2614,1.6223,53.87,53.4333,1081280,99429.8627,0.4319,87.9834,87.7996,1256493,143814.0975,0.2807,28.58,28.5738,1638274,36199.8634,0.4072,30.1383,30.0788,877966,47096.9665,0,6.42,6.409,9848961,78488.7131,2.0195,14.65,14.6429,2154139,17282.4612,1.5179,11.37,11.3537,1856279,17816.4541,3.3123,6.55,6.4581,734575,3663.3641
21/7/15,0.3486,5706.715,-0.6299,26.82,26.7122,5185154,141387.8258,0.8065,96.25,96.1721,704712,44740.1829,-0.9096,53.38,53.2719,1123474,98634.166,-0.2943,87.7245,87.8076,2016613,143390.9233,0.6298,28.76,28.7964,2369228,36427.8541,0.7156,30.3539,30.3558,1713257,47434.0154,0.1558,6.43,6.4257,14812598,78610.9697,-0.1365,14.63,14.6439,2963513,17258.8674,-1.0554,11.25,11.3078,3048399,17628.4177,1.374,6.64,6.6508,740289,3713.7004
22/7/15,-1.6147,5614.569,-2.0507,26.27,26.4438,7370914,137061.5023,-1.6935,94.62,94.9924,951322,43982.505,-2.248,52.18,52.5526,1714702,96187.2523,-1.6686,86.2608,86.5347,2886967,140998.362,-1.5994,28.3,28.3827,2507204,35845.2111,-1.279,29.9657,30.0345,1873575,46827.3274,-1.3997,6.34,6.3739,17752614,77510.6606,-1.7088,14.38,14.4115,4028005,16963.9449,-1.5111,11.08,11.1061,4316878,17362.0327,1.506,6.74,6.7016,304597,3769.6297
23/7/15,-0.4325,5590.286,-2.9311,25.5,25.5777,8853682,133809.9262,-0.4016,94.24,94.4073,818848,43805.8684,-1.8781,51.2,51.2518,1406286,94988.3316,-0.3809,85.9322,86.0797,2190761,140461.2563,-0.7774,28.08,28.0917,2210346,35566.5558,-0.1919,29.9082,29.971,1160420,46737.4477,0.1577,6.35,6.3653,16719107,77632.9172,-0.5563,14.3,14.3672,3568006,16869.5697,-0.5415,11.02,11.0328,2998296,17268.0145,1.9288,6.87,6.8629,438143,3842.4467
24/7/15,-0.4326,5566.104,-0.902,25.27,25.294,8502829,131718.7247,-0.573,93.7,93.82,745264,43554.8586,0,51.2,50.9135,1862743,93285.3277,-0.5678,85.4443,85.7363,2274718,139663.7359,-0.8191,27.85,27.9099,2545555,35275.2343,-0.7212,29.6925,29.6878,1752716,46400.3988,0.1575,6.36,6.3596,13953804,77755.1738,0.4196,14.36,14.3397,2205630,16940.3511,-0.363,10.98,10.9943,2502837,17205.3356,-0.2911,6.85,6.85,131517,3831.2605
27/7/15,0.4273,5589.886,0.9893,25.52,25.3234,7156078,132886.4796,1.0139,94.65,94.3393,637227,43996.45,-0.0195,51.19,51.1896,1381804,93145.9576,0.3263,85.7231,85.2572,2292524,140119.4619,-0.0718,27.83,27.74,1676640,35249.902,0.0484,29.7069,29.639,1089552,46422.8687,0.4717,6.39,6.3635,13360966,78121.9434,-1.2535,14.18,14.1742,2258879,16728.0068,-0.0911,10.97,10.9386,2262619,17189.6659,0.7299,6.9,6.8859,217022,3859.2672
28/7/15,-0.093,5584.685,-0.5878,25.37,25.2821,8127131,132867.9257,1.6059,96.17,96.0205,1397659,44702.9962,0.1758,51.28,51.1058,2233697,93360.3394,0.302,85.982,85.6901,2516199,140542.636,-0.2156,27.77,27.7304,2217311,35173.9051,0.1452,29.75,29.7287,1551409,46490.2785,0,6.39,6.3623,22455237,78121.9434,0.7757,14.29,14.2158,2863597,16857.7728,-1.732,10.78,10.8417,3781660,16891.9415,-0.1449,6.89,6.8769,287230,3853.709
29/7/15,0.7068,5624.157,2.0497,25.89,25.9053,6971315,135827.6045,1.5909,97.7,97.488,1339550,45414.1908,0.975,51.78,51.8205,1388089,95252.4416,0.2895,86.2309,86.6459,2314300,140949.5342,0.1801,27.82,27.8433,2175225,35237.2358,0.7492,29.9729,30.0784,1726838,46838.5623,0.313,6.41,6.4155,15954891,78366.4566,0.6998,14.39,14.4434,2018137,16975.7418,0.4638,10.83,10.8582,4303413,16970.2901,1.016,6.96,6.9457,162932,3892.9012
30/7/15,0.8066,5669.523,2.3561,26.5,26.4796,7534128,137961.5742,-1.3818,96.35,96.6983,1369541,44786.6662,2.3561,53,53.0407,2412285,95962.2904,0.5543,86.7089,86.7828,1947881,141730.7787,2.9116,28.63,28.4163,3752066,36263.1942,1.5591,30.4402,30.359,1344777,47568.8349,0.624,6.45,6.4374,15329483,78855.4828,-0.7644,14.28,14.3549,1772967,16845.9758,0,10.83,10.8618,4997094,16970.2901,-3.0172,6.75,6.7957,226569,3775.443
31/7/15,0.5228,5699.164,-0.1887,26.45,26.4032,11132295,138283.0505,2.7089,98.96,98.4869,3012714,45999.8805,-0.2642,52.86,52.8557,4580992,96673.587,0.5512,87.1868,87.1346,6783663,142512.0232,-0.1048,28.6,28.6358,8543492,36225.1957,0.2598,30.5193,30.4701,4372407,47692.4195,0.6202,6.49,6.478,28446082,79344.5091,0.9104,14.41,14.4342,3447992,16999.3356,0.4617,10.88,10.8885,4044965,17048.6386,0.4444,6.78,6.7794,236295,3792.2228
3/8/15,-0.3478,5679.344,-1.0208,26.18,26.1622,4249151,135565.6553,-0.1314,98.83,98.9333,734289,45939.4522,-1.2486,52.2,52.2029,1438374,95056.4705,-0.217,86.9976,86.878,1327563,142202.7806,0,28.6,28.599,2015762,36225.1957,-0.0942,30.4905,30.3926,1293838,47647.4797,-0.7704,6.44,6.4526,10216612,78733.2263,-0.694,14.31,14.3117,1270295,16881.3666,0,10.88,10.8879,2141943,17048.6386,0,6.78,6.7783,78788,3792.2228
4/8/15,0.3267,5697.9,-1.0695,25.9,25.8933,8736039,134726.3272,1.963,100.77,100.571,1335795,46841.5697,-0.3448,52.02,51.9551,2258008,94786.5033,0.7554,87.6548,87.6685,2276543,143276.9918,0.4196,28.72,28.9056,3965463,36377.1895,1.5562,30.965,30.9981,2470184,48388.9873,0.9317,6.5,6.487,23478401,79466.7656,0.3494,14.36,14.4641,3752324,16940.3511,0.2757,10.91,10.927,3306700,17095.6477,-2.0649,6.64,6.6863,312737,3713.9902
5/8/15,-0.4199,5673.975,2.278,26.49,26.3597,7900472,138911.1344,-0.5557,100.21,100.6253,1240333,46581.2613,1.8454,52.98,52.7481,2218955,98666.1688,-0.7497,86.9976,86.8961,2498801,142202.7806,-0.6964,28.52,28.4879,2104257,36123.8665,-0.6733,30.7565,30.6939,1729433,48063.1733,-1.0769,6.43,6.4338,18086099,78610.9697,-0.766,14.25,14.3094,2646446,16810.5851,-0.7333,10.83,10.8353,2501478,16970.2901,2.259,6.79,6.7533,374929,3797.9557
6/8/15,-1.1257,5610.101,0.755,26.69,26.6717,7579223,138189.1999,-1.7563,98.45,98.8302,1079296,45763.1491,1.0759,53.55,53.3738,1599596,98781.0707,-3.2277,84.1896,84.5645,4507924,137612.969,-1.4025,28.12,28.1909,2556035,35617.2204,-0.7013,30.5409,30.538,1785400,47726.1244,-0.4666,6.4,6.4057,16889214,78244.2,-0.7018,14.15,14.1939,2270764,16692.6161,-2.6777,10.54,10.622,3191318,16515.8686,1.62,6.9,6.8922,382397,3859.5123
7/8/15,-2.4121,5474.778,-2.8475,25.93,26.1529,7075230,135851.1647,-1.6353,96.84,97.4337,986245,45014.7624,-0.5229,53.27,53.6646,2121869,98158.5343,-3.8439,80.9535,81.9542,5236807,132323.2925,-1.3869,27.73,27.7848,3033291,35123.2404,-1.2947,30.1454,30.2108,1784815,47108.2014,-1.7188,6.29,6.3216,22350778,76899.3778,-1.6961,13.91,13.9525,2032542,16409.4905,-0.4744,10.49,10.5098,2766260,16437.5201,-1.4493,6.8,6.8477,317686,3803.5773
10/8/15,0.6279,5509.155,0.27,26,25.9382,4194939,137150.7171,0.1136,96.95,96.6422,917535,45065.8944,0.8823,53.74,53.8716,1428634,100138.3648,1.0332,81.7899,81.4897,3393290,133690.4704,0.4327,27.85,27.8198,2210794,35275.2343,-1.1925,29.786,29.816,3215842,46546.4533,0.6359,6.33,6.3236,18361071,77388.4041,-0.5751,13.83,13.8651,3117472,16315.1153,0.572,10.55,10.534,1910496,16531.5628,0.7353,6.85,6.8499,169521,3831.7873
11/8/15,-0.6024,5473.229,1.3077,26.34,26.5232,10040088,136373.0174,-1.8979,95.11,95.418,1118518,44210.5954,1.6003,54.6,54.8332,3344154,99298.6849,-0.0243,81.77,81.9757,3864721,133657.9186,-0.6463,27.67,27.7362,3033598,35047.2435,0.2896,29.8722,29.9105,2095182,46681.2728,-0.316,6.31,6.3192,20116374,77143.8909,-1.6631,13.6,13.7185,5484354,16043.7865,-4.3602,10.09,10.2164,6386290,15810.7553,-2.4818,6.68,6.7264,176947,3736.7204
12/8/15,-1.6024,5382.083,-4.328,25.2,25.3911,11647351,132245.6739,-2.2185,93,93.0031,2172355,43229.7904,-1.6115,51.65,51.8905,4070479,97479.1779,-0.0243,81.77,81.9757,3864721,138907.1147,-2.7828,26.9,27.1108,3673887,34071.9498,-1.2034,29.5128,29.6251,2523248,46119.5247,-1.1094,6.24,6.2686,25009508,76288.095,-1.3971,13.41,13.5129,4436924,15819.6454,0.892,10.18,10.221,4478187,15951.7829,1.0479,6.75,6.7557,467782,3775.9992
13/8/15,0.1753,5387.868,1.2302,25.51,25.7237,7764910,133511.1764,-0.086,92.92,93.1065,1301608,43192.6035,0.6002,51.96,52.3554,1724737,94839.7671,-0.0243,81.77,81.9757,3864721,138907.1147,0.3717,27,27.0586,2392501,34198.6113,-0.4872,29.369,29.5073,1480322,45894.8254,-2.2436,6.1,6.1236,54869869,74576.5031,-0.1491,13.39,13.4653,3884196,15796.0516,-0.2947,10.15,10.1903,2633581,15904.7737,0.5926,6.79,6.7656,298177,3798.3755
14/8/15,-0.5815,5356.537,-0.7448,25.32,25.3624,6241803,132733.3637,0.2475,93.15,93.1988,993679,43299.5159,-1.5974,51.13,51.2931,1431075,94469.8184,-0.0243,81.77,81.9757,3864721,138907.1147,0,27,27.0871,2293127,34198.6113,-1.1506,29.0311,29.1695,2350894,45366.7821,-0.3279,6.08,6.0724,29717598,74331.99,-0.1494,13.37,13.4148,2970523,15772.4578,0.5911,10.21,10.244,2570244,15998.7921,-1.1782,6.71,6.7392,202520,3753.6229
17/8/15,0.2183,5367.656,-0.4739,25.2,25.2778,6476422,131436.4991,0.7729,93.87,94.0693,1021247,43634.1982,-0.4694,50.89,51.0125,1185351,93592.0748,-0.6115,81.27,81.1069,8127186,138057.73,-0.3704,26.9,26.9211,1932187,34071.9498,-1.3125,28.65,28.8126,3204254,44771.3291,0.1645,6.09,6.0997,25880848,74454.2466,0.374,13.42,13.4281,2405742,15831.4423,-0.8815,10.12,10.1808,2748237,15857.7645,-0.149,6.7,6.7263,280318,3748.0288
18/8/15,-0.7696,5303.149,-0.873,24.98,25.1784,10466219,130330.1728,-0.4048,93.49,93.9543,961900,43457.5603,-0.5895,50.59,50.8421,1196054,93249.8171,-1.4625,76.91,78.3029,7498212,130651.1629,-0.5204,26.76,26.8629,2773347,33894.6237,-0.4768,28.5134,28.6422,2105328,44557.8648,0.4926,6.12,6.1419,40041720,74821.0163,0.3726,13.47,13.5024,4987912,15890.4268,0.5929,10.18,10.204,4282060,15951.7829,0.4478,6.73,6.7296,371687,3764.811
